139.98725 2.9395E-001
139.98750 2.8320E-001
139.98775 2.6855E-001
139.98800 2.8809E-001
139.98825 3.6133E-001
139.98850 4.4043E-001
139.98875 4.7949E-001
139.98900 4.6191E-001
139.98925 4.6680E-001
139.98950 4.8047E-001
139.98975 4.5117E-001
139.99000 4.1211E-001
139.99025 4.1602E-001
139.99050 4.2090E-001
139.99075 3.9063E-001
139.99100 3.8672E-001
139.99125 4.0332E-001
139.99150 4.0625E-001
139.99175 3.7793E-001
139.99200 3.3008E-001
139.99225 3.0469E-001
139.99250 3.1641E-001
139.99275 3.3594E-001
139.99300 3.4668E-001
139.99325 3.6035E-001
139.99350 3.8867E-001
139.99375 4.0527E-001
139.99400 4.0039E-001
139.99425 3.8281E-001
139.99450 3.5254E-001
139.99475 3.2617E-001
139.99500 3.1152E-001
139.99525 3.2129E-001
139.99550 3.7402E-001
139.99575 4.1895E-001
139.99600 4.5996E-001
139.99625 5.0879E-001
139.99650 5.8887E-001
139.99675 6.1621E-001
139.99700 4.9512E-001
139.99725 2.7832E-001
139.99750 1.2891E-001
139.99775 1.4355E-001
139.99800 2.7832E-001
139.99825 4.2871E-001
139.99850 5.5664E-001
139.99875 6.1816E-001
139.99900 5.2832E-001
139.99925 2.9297E-001
139.99950 1.0156E-001
139.99975 9.7656E-002
140.00000 2.3438E-001
140.00025 4.1406E-001
140.00050 5.5273E-001
140.00075 6.3184E-001
140.00100 6.3477E-001
140.00125 5.3125E-001
140.00150 4.3262E-001
140.00175 3.7402E-001
140.00200 3.5840E-001
140.00225 3.5547E-001
140.00250 3.6719E-001
140.00275 3.7207E-001
140.00300 3.5254E-001
140.00325 3.3984E-001
140.00350 3.3984E-001
140.00375 3.6426E-001
140.00400 3.9258E-001
140.00425 3.9160E-001
140.00450 3.9063E-001
140.00475 3.8574E-001
140.00500 3.8379E-001
140.00525 3.6719E-001
140.00550 3.6133E-001
140.00575 3.7207E-001
140.00600 4.1016E-001
140.00625 4.2969E-001
140.00650 4.2285E-001
140.00675 3.9746E-001
140.00700 3.7793E-001
140.00725 3.6035E-001
140.00750 3.3984E-001
140.00775 3.2617E-001
140.00800 3.4863E-001
140.00825 3.7988E-001
140.00850 3.8672E-001
140.00875 3.7305E-001
140.00900 3.8379E-001
140.00925 3.8770E-001
140.00950 3.6133E-001
140.00975 3.4668E-001
140.01000 4.0723E-001
140.01025 4.7070E-001
140.01050 4.9023E-001
140.01075 4.2676E-001
140.01100 2.8027E-001
140.01125 2.1777E-001
140.01150 2.9688E-001
140.01175 4.4336E-001
140.01200 5.7324E-001
140.01225 5.4395E-001
140.01250 3.5742E-001
140.01275 1.8555E-001
140.01300 2.2852E-001
140.01325 3.8965E-001
140.01350 5.4199E-001
140.01375 6.1426E-001
140.01400 5.6934E-001
140.01425 3.7207E-001
140.01450 1.9434E-001
140.01475 1.1230E-001
140.01500 1.5332E-001
140.01525 2.5293E-001
140.01550 3.6523E-001
140.01575 4.1504E-001
140.01600 4.0137E-001
140.01625 3.6523E-001
140.01650 3.7109E-001
140.01675 3.9355E-001
140.01700 4.1797E-001
140.01725 4.2773E-001
140.01750 4.3848E-001
140.01775 4.3945E-001
140.01800 4.4141E-001
140.01825 4.2969E-001
140.01850 4.2578E-001
140.01875 4.1113E-001
140.01900 4.0332E-001
140.01925 3.7891E-001
140.01950 3.7695E-001
140.01975 3.7402E-001
140.02000 3.8379E-001
140.02025 3.8184E-001
140.02050 3.9648E-001
140.02075 3.8379E-001
140.02100 3.9063E-001
140.02125 3.8672E-001
140.02150 3.8574E-001
140.02175 3.7402E-001
140.02200 3.6914E-001
140.02225 3.8086E-001
140.02250 4.1602E-001
140.02275 4.2383E-001
140.02300 4.1211E-001
140.02325 3.6914E-001
140.02350 3.6426E-001
140.02375 3.7012E-001
140.02400 3.9941E-001
140.02425 4.1406E-001
140.02450 4.1797E-001
140.02475 3.8867E-001
140.02500 3.6523E-001
140.02525 3.5156E-001
140.02550 3.7500E-001
140.02575 4.0234E-001
140.02600 4.3164E-001
140.02625 4.3457E-001
140.02650 4.3848E-001
140.02675 4.1699E-001
140.02700 4.0723E-001
140.02725 3.8672E-001
140.02750 3.8379E-001
140.02775 3.7988E-001
140.02800 4.0625E-001
140.02825 4.1504E-001
140.02850 4.2969E-001
140.02875 4.2090E-001
140.02900 4.1309E-001
140.02925 3.9844E-001
140.02950 4.0039E-001
140.02975 3.9551E-001
140.03000 4.1016E-001
140.03025 4.3164E-001
140.03050 4.5020E-001
140.03075 4.4336E-001
140.03100 4.2480E-001
140.03125 4.0234E-001
140.03150 4.0625E-001
140.03175 4.1992E-001
140.03200 4.3164E-001
140.03225 4.1602E-001
140.03250 4.0234E-001
140.03275 3.8770E-001
140.03300 3.8965E-001
140.03325 3.7793E-001
140.03350 3.8574E-001
140.03375 3.8672E-001
140.03400 4.0332E-001
140.03425 4.0430E-001
140.03450 4.1602E-001
140.03475 4.1992E-001
140.03500 4.1992E-001
140.03525 4.0820E-001
140.03550 4.0820E-001
140.03575 3.9746E-001
140.03600 4.0723E-001
140.03625 4.0234E-001
140.03650 4.0332E-001
140.03675 3.9648E-001
140.03700 4.0137E-001
140.03725 3.8965E-001
140.03750 3.8574E-001
140.03775 3.7207E-001
140.03800 3.7207E-001
140.03825 3.9355E-001
140.03850 4.2578E-001
140.03875 4.4922E-001
140.03900 4.8047E-001
140.03925 4.7949E-001
140.03950 4.7656E-001
140.03975 4.3652E-001
140.04000 3.9453E-001
140.04025 3.4961E-001
140.04050 3.3203E-001
140.04075 3.0762E-001
140.04100 3.0371E-001
140.04125 2.9297E-001
140.04150 3.1348E-001
140.04175 3.3301E-001
140.04200 3.6914E-001
140.04225 3.9746E-001
140.04250 4.3945E-001
140.04275 4.7852E-001
140.04300 5.1367E-001
140.04325 5.2344E-001
140.04350 5.0195E-001
140.04375 4.6191E-001
140.04400 4.2188E-001
140.04425 3.8379E-001
140.04450 3.6328E-001
140.04475 3.3496E-001
140.04500 3.2910E-001
140.04525 3.1543E-001
140.04550 3.2324E-001
140.04575 3.1934E-001
140.04600 3.3301E-001
140.04625 3.4473E-001
140.04650 3.6133E-001
140.04675 3.6914E-001
140.04700 3.7402E-001
140.04725 3.7207E-001
140.04750 3.8086E-001
140.04775 3.8477E-001
140.04800 4.0137E-001
140.04825 4.0625E-001
140.04850 4.1504E-001
140.04875 4.1113E-001
140.04900 4.1602E-001
140.04925 4.0234E-001
140.04950 3.9844E-001
140.04975 3.9063E-001
140.05000 3.9746E-001
140.05025 3.9063E-001
140.05050 3.9160E-001
140.05075 3.8867E-001
140.05100 3.8770E-001
140.05125 3.7988E-001
140.05150 3.7500E-001
140.05175 3.6914E-001
140.05200 3.7305E-001
140.05225 3.6426E-001
140.05250 3.5938E-001
140.05275 3.5352E-001
140.05300 3.4863E-001
140.05325 3.4473E-001
140.05350 3.5449E-001
140.05375 3.5645E-001
140.05400 3.6035E-001
140.05425 3.6426E-001
140.05450 3.7695E-001
140.05475 3.7988E-001
140.05500 3.7793E-001
140.05525 3.7402E-001
140.05550 3.7012E-001
140.05575 3.7500E-001
140.05600 3.7402E-001
140.05625 3.7402E-001
140.05650 3.7695E-001
140.05675 3.7500E-001
140.05700 3.8477E-001
140.05725 3.9160E-001
140.05750 3.9746E-001
140.05775 4.0137E-001
140.05800 4.0234E-001
140.05825 4.0332E-001
140.05850 4.0527E-001
140.05875 4.0039E-001
140.05900 3.9746E-001
140.05925 3.9355E-001
140.05950 3.9160E-001
140.05975 3.9453E-001
140.06000 3.9844E-001
140.06025 3.9844E-001
140.06050 3.9160E-001
140.06075 3.9063E-001
140.06100 3.8574E-001
140.06125 3.7305E-001
140.06150 3.6035E-001
140.06175 3.4766E-001
140.06200 3.3691E-001
140.06225 3.4277E-001
140.06250 3.4570E-001
140.06275 3.5547E-001
140.06300 3.5840E-001
140.06325 3.6035E-001
140.06350 3.5645E-001
140.06375 3.5254E-001
140.06400 3.5352E-001
140.06425 3.5547E-001
140.06450 3.6426E-001
140.06475 3.7598E-001
140.06500 3.7793E-001
140.06525 3.7793E-001
140.06550 3.7598E-001
140.06575 3.7598E-001
140.06600 3.6719E-001
140.06625 3.7012E-001
140.06650 3.7109E-001
140.06675 3.6816E-001
140.06700 3.5938E-001
140.06725 3.5254E-001
140.06750 3.5059E-001
140.06775 3.5547E-001
140.06800 3.5645E-001
140.06825 3.6035E-001
140.06850 3.6035E-001
140.06875 3.6328E-001
140.06900 3.6035E-001
140.06925 3.5254E-001
140.06950 3.5156E-001
140.06975 3.5449E-001
140.07000 3.5742E-001
140.07025 3.5547E-001
140.07050 3.5156E-001
140.07075 3.5254E-001
140.07100 3.5645E-001
140.07125 3.5938E-001
140.07150 3.5742E-001
140.07175 3.6328E-001
140.07200 3.5645E-001
140.07225 3.6328E-001
140.07250 3.5742E-001
140.07275 3.6719E-001
140.07300 3.6035E-001
140.07325 3.7109E-001
140.07350 3.6621E-001
140.07375 3.6914E-001
140.07400 3.6816E-001
140.07425 3.6328E-001
140.07450 3.5547E-001
140.07475 3.6328E-001
140.07500 3.6914E-001
140.07525 3.6719E-001
140.07550 3.6816E-001
140.07575 3.6914E-001
140.07600 3.7402E-001
140.07625 3.8867E-001
140.07650 3.9551E-001
140.07675 3.9844E-001
140.07700 3.9355E-001
140.07725 3.9063E-001
140.07750 3.8770E-001
140.07775 3.9453E-001
140.07800 3.9453E-001
140.07825 3.9746E-001
140.07850 4.0234E-001
140.07875 4.1797E-001
140.07900 4.2090E-001
140.07925 4.1797E-001
140.07950 4.0625E-001
140.07975 4.0918E-001
140.08000 4.1309E-001
140.08025 4.1895E-001
140.08050 4.1504E-001
140.08075 4.1602E-001
140.08100 4.1113E-001
140.08125 4.2090E-001
140.08150 4.1113E-001
140.08175 4.1504E-001
140.08200 4.0332E-001
140.08225 4.0918E-001
140.08250 4.0527E-001
140.08275 4.1309E-001
140.08300 3.9844E-001
140.08325 3.8867E-001
140.08350 3.7695E-001
140.08375 3.8086E-001
140.08400 3.8086E-001
140.08425 3.8965E-001
140.08450 3.8574E-001
140.08475 3.8672E-001
140.08500 3.8574E-001
140.08525 3.9648E-001
140.08550 3.8965E-001
140.08575 3.8867E-001
140.08600 3.7891E-001
140.08625 3.7695E-001
140.08650 3.6523E-001
140.08675 3.6230E-001
140.08700 3.5254E-001
140.08725 3.4375E-001
140.08750 3.3203E-001
140.08775 3.3496E-001
140.08800 3.3984E-001
140.08825 3.5059E-001
140.08850 3.4961E-001
140.08875 3.6523E-001
140.08900 3.6914E-001
140.08925 3.7207E-001
140.08950 3.6426E-001
140.08975 3.6719E-001
140.09000 3.6816E-001
140.09025 3.7988E-001
140.09050 3.8672E-001
140.09075 4.0332E-001
140.09100 4.0918E-001
140.09125 4.0625E-001
140.09150 3.8770E-001
140.09175 3.7793E-001
